run,label,text_params,image_params,epoch,loss,val_i2t_r1,val_i2t_r5,val_i2t_r10,val_t2i_r1,gamma,hardest_negative_margin,grad_norm,seconds
n2l3,"2 qubits/type, 3 layers",2878534,159668,99,3.0346,0.182,0.483,0.661,0.1422,0.4687,-0.0969,0.5707,1209.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,0,5.3594,0.012,0.072,0.119,0.0092,0.1541,-0.2038,0.1028,3412.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,1,4.834,0.02,0.102,0.194,0.0205,0.2528,-0.1819,0.2723,3595.8
n2l4,"2 qubits/type, 4 layers",3838045,159668,2,4.5303,0.036,0.148,0.235,0.0291,0.3015,-0.1579,0.3391,3421.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,3,4.3418,0.046,0.212,0.299,0.0379,0.3291,-0.1445,0.3759,3592.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,4,4.2011,0.057,0.218,0.34,0.0449,0.3487,-0.1348,0.404,3444.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,5,4.0982,0.072,0.258,0.388,0.0558,0.362,-0.1283,0.4261,4014.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,6,4.0082,0.087,0.266,0.399,0.0588,0.3731,-0.1238,0.4407,3988.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,7,3.9372,0.101,0.281,0.421,0.0658,0.3816,-0.1215,0.4558,3534.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,8,3.8736,0.101,0.301,0.431,0.0766,0.389,-0.1182,0.466,3718.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,9,3.8185,0.103,0.322,0.467,0.0794,0.3947,-0.1171,0.4733,3839.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,10,3.7704,0.097,0.325,0.464,0.077,0.4,-0.1167,0.483,3718.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,11,3.7202,0.113,0.354,0.514,0.0839,0.4064,-0.1145,0.4885,3783.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,12,3.6803,0.115,0.359,0.511,0.0903,0.4102,-0.1145,0.4965,3590.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,13,3.6484,0.119,0.364,0.518,0.0877,0.4146,-0.1129,0.503,3434.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,14,3.6086,0.124,0.381,0.526,0.0925,0.4188,-0.1117,0.5048,3372.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,15,3.5707,0.14,0.387,0.529,0.0981,0.4232,-0.1124,0.51,3602.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,16,3.5403,0.133,0.386,0.545,0.1043,0.4266,-0.1112,0.5152,3382.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,17,3.5076,0.153,0.403,0.548,0.1053,0.4296,-0.1104,0.5224,3545.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,18,3.4852,0.141,0.393,0.551,0.1061,0.4337,-0.1094,0.5262,3515.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,19,3.4561,0.154,0.402,0.545,0.1089,0.4365,-0.1096,0.5274,3433.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,20,3.4327,0.174,0.432,0.572,0.1097,0.4385,-0.108,0.5284,3439.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,21,3.4113,0.149,0.429,0.567,0.1125,0.4411,-0.1088,0.5314,3408.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,22,3.3862,0.154,0.413,0.583,0.1103,0.4432,-0.1083,0.5355,3434.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,23,3.368,0.147,0.412,0.577,0.1155,0.4458,-0.1089,0.5362,3582.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,24,3.352,0.149,0.417,0.575,0.1161,0.4473,-0.108,0.5372,3423.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,25,3.3311,0.159,0.421,0.593,0.1139,0.4495,-0.1081,0.5412,3441.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,26,3.3128,0.161,0.435,0.597,0.12,0.4508,-0.1082,0.5389,3525.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,27,3.2987,0.154,0.448,0.598,0.1182,0.452,-0.1082,0.5459,3672.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,28,3.2883,0.147,0.45,0.584,0.1242,0.4531,-0.1086,0.5462,3691.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,29,3.2723,0.162,0.431,0.599,0.1202,0.455,-0.1083,0.5443,3696.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,30,3.2614,0.165,0.445,0.605,0.1236,0.4561,-0.1074,0.5445,3729.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,31,3.2433,0.159,0.451,0.6,0.1161,0.4576,-0.1084,0.5465,3427.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,32,3.2361,0.174,0.442,0.616,0.1278,0.4588,-0.1074,0.5479,3348.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,33,3.2228,0.159,0.446,0.614,0.126,0.4598,-0.1081,0.5497,3388.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,34,3.2158,0.16,0.457,0.601,0.1288,0.4603,-0.1077,0.5484,3416.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,35,3.1996,0.164,0.462,0.609,0.1294,0.4621,-0.1074,0.5512,3508.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,36,3.1965,0.174,0.446,0.621,0.1302,0.462,-0.1074,0.5517,3541.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,37,3.183,0.174,0.462,0.634,0.1386,0.4634,-0.1076,0.5524,3473.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,38,3.1742,0.171,0.444,0.613,0.1288,0.4642,-0.108,0.5527,3318.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,39,3.1663,0.169,0.47,0.624,0.1322,0.4651,-0.1079,0.5587,3451.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,40,3.159,0.179,0.474,0.637,0.1312,0.4657,-0.1075,0.5543,3344.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,41,3.1511,0.183,0.472,0.629,0.1338,0.4668,-0.1079,0.5518,3459.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,42,3.1409,0.173,0.464,0.626,0.1366,0.467,-0.1082,0.554,3422.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,43,3.1344,0.187,0.463,0.626,0.1384,0.4672,-0.1087,0.555,3410.8
n2l4,"2 qubits/type, 4 layers",3838045,159668,44,3.1253,0.187,0.464,0.627,0.137,0.4681,-0.1088,0.5561,3428.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,45,3.1236,0.182,0.468,0.629,0.1396,0.4685,-0.1091,0.5584,3362.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,46,3.1101,0.196,0.461,0.626,0.1374,0.4693,-0.1081,0.5572,3387.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,47,3.1088,0.187,0.471,0.634,0.1406,0.4698,-0.1089,0.5555,3422.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,48,3.1029,0.179,0.474,0.63,0.1406,0.4698,-0.1088,0.5547,3530.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,49,3.0911,0.175,0.474,0.627,0.1418,0.4708,-0.1093,0.5597,3350.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,50,3.09,0.185,0.462,0.635,0.1444,0.4716,-0.1096,0.5566,3420.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,51,3.0829,0.188,0.461,0.635,0.145,0.4711,-0.1098,0.5546,3360.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,52,3.0741,0.188,0.466,0.648,0.144,0.4724,-0.1097,0.5556,3415.8
n2l4,"2 qubits/type, 4 layers",3838045,159668,53,3.0744,0.19,0.478,0.645,0.1436,0.4726,-0.1095,0.558,3617.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,54,3.0623,0.183,0.473,0.638,0.1416,0.4731,-0.1094,0.5555,3816.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,55,3.059,0.177,0.481,0.665,0.1452,0.4738,-0.1098,0.5557,3898.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,56,3.0541,0.191,0.474,0.644,0.1498,0.474,-0.1096,0.5569,3771.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,57,3.0508,0.173,0.47,0.649,0.1468,0.4745,-0.1096,0.5568,3754.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,58,3.0446,0.2,0.476,0.64,0.142,0.4755,-0.1106,0.5565,3803.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,59,3.039,0.193,0.474,0.663,0.1488,0.4761,-0.1104,0.5556,3503.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,60,3.0356,0.174,0.48,0.653,0.1474,0.4761,-0.1101,0.5573,3348.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,61,3.0311,0.18,0.464,0.651,0.142,0.477,-0.1105,0.5557,3303.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,62,3.0266,0.191,0.49,0.643,0.1498,0.4771,-0.1097,0.5562,3532.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,63,3.0226,0.183,0.479,0.661,0.1454,0.4773,-0.1104,0.5584,3408.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,64,3.0174,0.196,0.467,0.658,0.1468,0.4769,-0.1103,0.5592,3631.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,65,3.0132,0.186,0.489,0.654,0.1448,0.4785,-0.111,0.5553,3417.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,66,3.0114,0.188,0.49,0.653,0.1513,0.4781,-0.1101,0.5597,3465.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,67,3.0054,0.195,0.492,0.658,0.1507,0.4788,-0.1112,0.558,3402.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,68,3.002,0.2,0.488,0.655,0.1501,0.4791,-0.1107,0.557,3546.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,69,2.9969,0.204,0.48,0.658,0.146,0.4794,-0.1107,0.5579,3489.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,70,2.9947,0.188,0.483,0.679,0.1523,0.4801,-0.1106,0.5579,3571.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,71,2.9923,0.197,0.478,0.665,0.1484,0.4805,-0.1109,0.5575,3404.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,72,2.9871,0.201,0.489,0.67,0.1486,0.4804,-0.1109,0.5583,3592.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,73,2.984,0.192,0.491,0.66,0.1466,0.4805,-0.1115,0.5586,3407.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,74,2.9851,0.195,0.495,0.655,0.1505,0.4812,-0.1112,0.5582,3581.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,75,2.9808,0.192,0.501,0.659,0.147,0.4816,-0.1109,0.5605,3511.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,76,2.9724,0.203,0.496,0.668,0.1494,0.4819,-0.1109,0.5613,3411.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,77,2.9705,0.202,0.497,0.677,0.1513,0.4828,-0.1102,0.561,3381.8
n2l4,"2 qubits/type, 4 layers",3838045,159668,78,2.9689,0.202,0.501,0.664,0.1563,0.4838,-0.1102,0.5623,3521.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,79,2.966,0.195,0.496,0.675,0.1537,0.4834,-0.1109,0.5617,3458.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,80,2.9617,0.194,0.492,0.662,0.1537,0.4838,-0.1116,0.5629,3333.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,81,2.9552,0.185,0.496,0.676,0.1543,0.484,-0.1114,0.5591,3365.3
n2l4,"2 qubits/type, 4 layers",3838045,159668,82,2.9537,0.193,0.496,0.668,0.1563,0.4846,-0.1116,0.563,3430.1
n2l4,"2 qubits/type, 4 layers",3838045,159668,83,2.9517,0.199,0.503,0.673,0.1533,0.4849,-0.1101,0.5597,3383.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,84,2.9524,0.208,0.488,0.666,0.1521,0.4844,-0.111,0.5602,3371.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,85,2.9477,0.204,0.503,0.67,0.1561,0.4853,-0.112,0.562,3446.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,86,2.9428,0.205,0.512,0.68,0.1603,0.4858,-0.1109,0.5629,3356.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,87,2.9415,0.199,0.504,0.672,0.1519,0.4848,-0.112,0.5603,3541.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,88,2.9373,0.195,0.5,0.674,0.1539,0.4861,-0.1128,0.5641,3457.7
n2l4,"2 qubits/type, 4 layers",3838045,159668,89,2.9352,0.192,0.508,0.665,0.1555,0.4861,-0.1122,0.5646,3452.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,90,2.9287,0.2,0.487,0.673,0.1561,0.4862,-0.1122,0.5641,3407.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,91,2.9293,0.189,0.496,0.665,0.1531,0.4862,-0.1125,0.5626,3457.4
n2l4,"2 qubits/type, 4 layers",3838045,159668,92,2.9258,0.186,0.515,0.675,0.1505,0.4866,-0.1126,0.5654,3350.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,93,2.9238,0.193,0.508,0.663,0.1571,0.4868,-0.1125,0.5639,3519.6
n2l4,"2 qubits/type, 4 layers",3838045,159668,94,2.9265,0.209,0.506,0.666,0.1569,0.4865,-0.1126,0.5647,3424.0
n2l4,"2 qubits/type, 4 layers",3838045,159668,95,2.9183,0.203,0.509,0.658,0.1601,0.4874,-0.1124,0.5611,3547.8
n2l4,"2 qubits/type, 4 layers",3838045,159668,96,2.9173,0.225,0.508,0.671,0.1599,0.4874,-0.1125,0.5666,3477.5
n2l4,"2 qubits/type, 4 layers",3838045,159668,97,2.917,0.213,0.517,0.662,0.1617,0.4878,-0.113,0.5675,3428.2
n2l4,"2 qubits/type, 4 layers",3838045,159668,98,2.9176,0.218,0.505,0.666,0.1617,0.488,-0.1127,0.5637,3337.9
n2l4,"2 qubits/type, 4 layers",3838045,159668,99,2.9119,0.21,0.519,0.658,0.1603,0.4889,-0.1128,0.5652,3551.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,0,5.3211,0.013,0.058,0.096,0.0114,0.1818,-0.1845,0.135,4708.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,1,4.7562,0.027,0.123,0.204,0.0231,0.2747,-0.1726,0.3266,4782.1
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,2,4.4666,0.047,0.17,0.273,0.0295,0.3148,-0.1538,0.3909,4800.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,3,4.2888,0.054,0.201,0.331,0.0439,0.3372,-0.1401,0.426,4705.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,4,4.1534,0.065,0.241,0.362,0.053,0.3544,-0.1303,0.4452,4798.7
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,5,4.0495,0.075,0.265,0.406,0.0522,0.3677,-0.1247,0.4592,4827.1
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,6,3.9771,0.09,0.277,0.425,0.063,0.3757,-0.1182,0.4712,4847.0
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,7,3.9072,0.102,0.297,0.442,0.0698,0.3838,-0.1132,0.4827,4778.4
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,8,3.8533,0.09,0.302,0.446,0.0688,0.3901,-0.1102,0.4852,4919.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,9,3.8057,0.107,0.324,0.452,0.0748,0.3953,-0.1062,0.4954,4797.1
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,10,3.765,0.115,0.332,0.465,0.0786,0.3998,-0.1044,0.4999,4837.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,11,3.7231,0.109,0.329,0.489,0.0826,0.4029,-0.102,0.5066,4820.1
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,12,3.696,0.109,0.341,0.496,0.0843,0.4061,-0.0996,0.5146,4828.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,13,3.6617,0.118,0.331,0.5,0.0851,0.4097,-0.0977,0.5172,4884.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,14,3.6292,0.123,0.35,0.507,0.0895,0.4126,-0.0958,0.5246,4786.7
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,15,3.5927,0.12,0.364,0.522,0.0929,0.4151,-0.0941,0.5258,4924.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,16,3.5677,0.13,0.363,0.517,0.0915,0.4188,-0.0925,0.5276,4833.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,17,3.545,0.122,0.371,0.53,0.0945,0.4212,-0.0909,0.5343,4825.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,18,3.5209,0.122,0.373,0.521,0.0985,0.4224,-0.0894,0.5349,4774.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,19,3.4993,0.125,0.37,0.528,0.1005,0.4254,-0.0883,0.5414,4858.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,20,3.4773,0.125,0.383,0.535,0.1027,0.4277,-0.0874,0.5491,4877.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,21,3.4568,0.132,0.377,0.538,0.1009,0.4284,-0.086,0.5483,4747.0
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,22,3.4414,0.134,0.395,0.556,0.1047,0.4304,-0.0858,0.5516,4919.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,23,3.4217,0.152,0.395,0.555,0.1071,0.4311,-0.0853,0.554,4848.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,24,3.3991,0.149,0.393,0.559,0.1093,0.4314,-0.0849,0.5571,4840.0
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,25,3.3873,0.151,0.408,0.566,0.1123,0.433,-0.0841,0.559,4760.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,26,3.3729,0.145,0.394,0.565,0.1101,0.4339,-0.0829,0.5577,4876.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,27,3.3568,0.141,0.404,0.574,0.1097,0.4358,-0.0833,0.5626,4737.3
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,28,3.345,0.155,0.411,0.553,0.1113,0.4363,-0.0827,0.5666,4841.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,29,3.3335,0.146,0.417,0.561,0.1176,0.4376,-0.082,0.5645,4844.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,30,3.32,0.142,0.423,0.57,0.1045,0.4386,-0.0813,0.5697,4783.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,31,3.3128,0.144,0.433,0.595,0.1127,0.4392,-0.0807,0.5688,4849.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,32,3.2992,0.15,0.411,0.58,0.1137,0.4394,-0.0811,0.5673,4740.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,33,3.2886,0.16,0.419,0.588,0.1198,0.44,-0.0808,0.5667,4910.3
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,34,3.2782,0.157,0.419,0.593,0.1174,0.4411,-0.0805,0.5671,4749.4
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,35,3.2674,0.159,0.413,0.579,0.1155,0.4406,-0.0805,0.5672,4889.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,36,3.2648,0.16,0.424,0.58,0.1172,0.4415,-0.0805,0.5715,4800.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,37,3.2535,0.153,0.401,0.571,0.1123,0.441,-0.0804,0.5715,4881.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,38,3.2489,0.138,0.403,0.583,0.1163,0.4419,-0.0792,0.5713,4889.7
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,39,3.2422,0.15,0.421,0.572,0.1139,0.4427,-0.0796,0.5743,4776.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,40,3.2307,0.136,0.424,0.578,0.1143,0.4431,-0.0799,0.5743,4898.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,41,3.2217,0.154,0.418,0.59,0.1165,0.4432,-0.0795,0.5747,4814.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,42,3.2221,0.136,0.406,0.586,0.1184,0.4433,-0.0793,0.5761,4802.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,43,3.2127,0.153,0.434,0.591,0.1214,0.4442,-0.0786,0.5796,4834.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,44,3.2065,0.14,0.426,0.602,0.1174,0.4442,-0.0785,0.5779,4834.9
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,45,3.1968,0.141,0.429,0.61,0.1184,0.4444,-0.0783,0.5755,4857.7
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,46,3.1944,0.16,0.434,0.606,0.1254,0.4454,-0.078,0.58,4847.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,47,3.1898,0.157,0.439,0.598,0.121,0.4448,-0.0782,0.5765,4916.0
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,48,3.1834,0.136,0.417,0.595,0.1196,0.4452,-0.0782,0.5792,4819.5
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,49,3.1765,0.136,0.422,0.587,0.1258,0.4455,-0.0783,0.5815,4951.3
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,50,3.1693,0.155,0.437,0.615,0.121,0.4455,-0.0784,0.5807,4783.0
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,51,3.1655,0.166,0.432,0.6,0.1174,0.4462,-0.0778,0.5817,4847.8
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,52,3.1611,0.148,0.444,0.6,0.122,0.4464,-0.078,0.5851,4859.2
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,53,3.16,0.152,0.434,0.593,0.1236,0.4464,-0.0773,0.5865,4862.6
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,54,3.1525,0.148,0.443,0.618,0.1184,0.4477,-0.0769,0.5825,4868.3
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,55,3.1473,0.153,0.44,0.599,0.123,0.4476,-0.0768,0.5851,4811.1
n2l4q10,"2 qubits/type, 4 layers, 10 output qubits",3925573,162760,56,3.1448,0.157,0.436,0.598,0.123,0.4475,-0.0759,0.5873,4874.0
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,0,5.3828,0.013,0.063,0.107,0.0058,0.1367,-0.2017,0.106,9156.9
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,1,4.9037,0.037,0.121,0.204,0.0171,0.2331,-0.1835,0.2914,9142.6
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,2,4.5727,0.056,0.177,0.267,0.0337,0.284,-0.1617,0.3604,10486.2
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,3,4.3527,0.068,0.21,0.337,0.0441,0.3133,-0.147,0.3871,9717.3
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,4,4.1962,0.087,0.24,0.365,0.0554,0.3364,-0.1369,0.4161,8225.0
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,5,4.0844,0.088,0.268,0.405,0.0582,0.3497,-0.1273,0.4358,8379.8
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,6,3.9916,0.089,0.285,0.41,0.0678,0.361,-0.122,0.4479,9264.1
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,7,3.922,0.101,0.303,0.447,0.0706,0.3707,-0.1169,0.457,9465.1
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,8,3.865,0.114,0.312,0.457,0.077,0.3771,-0.1123,0.467,9228.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,9,3.8127,0.105,0.33,0.483,0.0826,0.3841,-0.1108,0.4773,9623.1
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,10,3.7681,0.129,0.356,0.513,0.0847,0.3903,-0.1083,0.4865,9369.5
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,11,3.7248,0.121,0.356,0.519,0.0901,0.394,-0.1057,0.4876,9314.5
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,12,3.6922,0.129,0.384,0.525,0.0923,0.3986,-0.1046,0.4949,8441.5
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,13,3.6586,0.142,0.385,0.539,0.0953,0.4016,-0.1018,0.5013,8736.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,14,3.6214,0.14,0.393,0.546,0.0919,0.4054,-0.101,0.5078,8792.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,15,3.592,0.138,0.393,0.545,0.0955,0.4077,-0.1002,0.5091,8691.8
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,16,3.5672,0.14,0.4,0.553,0.0953,0.4099,-0.0991,0.5167,9256.0
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,17,3.548,0.128,0.386,0.553,0.1009,0.4117,-0.0986,0.5198,9295.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,18,3.5225,0.138,0.404,0.56,0.1045,0.4147,-0.0978,0.5227,9256.8
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,19,3.5012,0.13,0.409,0.566,0.1029,0.4163,-0.096,0.5252,8967.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,20,3.487,0.146,0.421,0.568,0.1069,0.4184,-0.096,0.5265,9557.4
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,21,3.4674,0.139,0.426,0.574,0.1053,0.4202,-0.0947,0.5319,9804.8
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,22,3.45,0.147,0.425,0.585,0.1037,0.422,-0.0944,0.5328,9844.0
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,23,3.4316,0.15,0.416,0.562,0.1103,0.4236,-0.0934,0.5354,9306.1
n2l4q11,"2 qubits/type, 4 layers, 11 output qubits",4013101,165852,24,3.4167,0.152,0.432,0.581,0.1045,0.4256,-0.0931,0.5393,8514.5
